Date,GHI,DNI,DHI,Temperature,WindSpeed
2025-05-30,6.23,5.52,2.64,20.2,1.38
2025-05-31,5.93,5.24,1.95,24.6,2.24
2025-06-01,5.98,3.08,2.93,25.8,4.0
2025-06-02,4.45,5.68,2.15,27.3,2.19
2025-06-03,6.24,3.51,1.64,21.4,3.62
2025-06-04,5.92,5.64,2.36,31.0,3.5
2025-06-05,4.89,4.19,2.69,33.4,3.79
2025-06-06,5.13,3.16,2.51,34.9,1.39
2025-06-07,6.97,5.65,1.2,28.1,2.96
2025-06-08,5.03,4.9,1.66,22.7,4.7
2025-06-09,5.03,3.87,2.77,31.5,4.17
2025-06-10,5.84,5.6,2.76,26.0,3.5
2025-06-11,5.86,3.78,1.13,31.0,1.12
2025-06-12,4.04,3.99,1.35,22.3,5.87
2025-06-13,5.72,4.66,1.71,29.6,3.23
2025-06-14,6.33,4.81,1.39,22.3,4.14
2025-06-15,6.85,4.41,2.24,31.7,1.59
2025-06-16,6.11,5.37,2.67,31.0,4.72
2025-06-17,4.35,4.62,1.06,24.4,3.28
2025-06-18,4.74,4.99,2.73,30.0,5.91
2025-06-19,5.26,3.24,1.13,32.8,4.4
2025-06-20,5.9,5.71,2.56,21.0,3.32
2025-06-21,4.29,3.24,1.81,28.5,1.81
2025-06-22,5.17,5.07,1.89,28.6,5.27
2025-06-23,4.97,4.85,1.71,34.8,4.12
2025-06-24,6.91,3.77,1.8,26.7,2.42
2025-06-25,6.91,6.0,2.76,22.0,5.48
2025-06-26,6.23,5.58,1.66,33.5,5.97
2025-06-27,5.55,4.43,2.35,25.0,1.76
2025-06-28,4.49,6.0,2.46,29.0,5.51
2025-06-29,6.85,4.21,1.64,34.0,3.84
2025-06-30,6.77,4.3,2.04,24.9,2.11
2025-07-01,6.65,5.07,1.22,32.0,1.31
2025-07-02,4.15,3.79,2.6,32.2,4.64
2025-07-03,6.32,4.32,1.89,33.8,1.06
2025-07-04,4.32,5.02,2.07,22.2,5.58
2025-07-05,6.72,3.73,1.27,30.2,1.54
2025-07-06,5.76,4.34,2.44,24.3,4.06
2025-07-07,6.96,3.29,2.3,30.0,2.55
2025-07-08,5.29,5.85,2.81,32.6,4.96
2025-07-09,5.89,4.84,2.18,25.4,2.54
2025-07-10,6.33,3.42,2.97,20.1,1.4
2025-07-11,4.78,4.67,2.94,23.0,1.76
2025-07-12,5.92,3.22,2.32,24.9,5.92
2025-07-13,6.48,4.35,1.91,34.0,5.87
2025-07-14,5.56,5.51,2.64,24.5,3.21
2025-07-15,5.27,4.94,2.4,25.5,4.41
2025-07-16,5.59,4.19,2.08,22.8,4.42
2025-07-17,6.84,4.93,2.37,31.7,1.28
2025-07-18,7.0,5.78,2.81,32.8,5.13
2025-07-19,6.01,3.68,2.15,25.6,3.17
2025-07-20,6.37,5.69,1.75,26.7,2.59
2025-07-21,6.94,3.77,2.29,24.5,4.46
2025-07-22,4.42,4.87,2.19,27.0,5.42
2025-07-23,4.08,3.44,1.58,24.1,5.65
2025-07-24,6.24,4.48,2.8,20.6,3.32
2025-07-25,5.85,5.84,1.41,28.8,1.79
2025-07-26,4.3,4.35,1.98,24.2,4.95
2025-07-27,5.57,5.19,2.32,22.6,2.2
2025-07-28,5.52,4.43,2.64,28.4,3.22
2025-07-29,4.86,3.17,2.0,25.0,5.1
2025-07-30,4.75,4.44,2.25,20.7,2.7
2025-07-31,4.54,3.79,1.18,32.7,2.13
2025-08-01,5.75,5.92,1.08,29.3,1.05
2025-08-02,4.46,5.36,1.46,25.7,2.49
2025-08-03,6.14,5.65,2.86,27.8,4.05
2025-08-04,6.58,4.74,1.52,21.9,5.89
2025-08-05,6.06,5.94,1.32,31.9,1.35
2025-08-06,4.8,5.69,2.18,24.2,2.58
2025-08-07,5.19,4.39,1.29,20.9,3.27
2025-08-08,5.54,4.79,1.48,21.6,5.61
2025-08-09,5.03,3.89,2.35,23.9,5.0
2025-08-10,5.64,4.26,1.03,20.2,3.98
2025-08-11,6.06,3.14,2.19,32.0,3.7
2025-08-12,4.9,5.18,1.42,21.3,2.09
2025-08-13,4.65,4.03,1.44,22.3,1.68
2025-08-14,6.36,4.32,1.69,30.8,2.22
2025-08-15,6.33,4.19,1.31,30.6,5.99
2025-08-16,4.13,5.59,2.88,29.5,2.28
2025-08-17,5.94,3.83,1.85,30.6,1.53
2025-08-18,4.38,4.83,1.54,30.3,4.08
2025-08-19,5.64,3.66,2.19,33.0,3.79
2025-08-20,4.87,3.92,1.36,30.0,3.41
2025-08-21,6.48,5.2,1.63,24.6,2.25
2025-08-22,4.29,4.57,2.66,24.7,1.11
2025-08-23,6.69,4.26,1.57,20.8,3.92
2025-08-24,5.03,3.79,1.3,26.2,4.27
2025-08-25,4.4,3.19,1.42,23.8,2.61
2025-08-26,5.37,3.1,2.51,27.4,2.01
2025-08-27,4.25,5.47,1.35,28.2,2.84
2025-08-28,6.22,5.06,2.52,20.4,1.71
2025-08-29,5.09,5.3,2.06,24.7,5.78
2025-08-30,5.0,4.85,1.9,31.2,3.91
2025-08-31,4.32,3.17,1.12,30.1,4.15
2025-09-01,4.56,5.03,2.75,22.8,2.49
2025-09-02,5.56,3.45,1.77,32.1,5.49
2025-09-03,4.34,5.9,2.8,34.3,3.75
2025-09-04,5.45,5.86,2.77,25.8,5.66
2025-09-05,6.79,5.89,2.62,22.9,2.89
2025-09-06,5.2,4.3,2.75,26.2,3.89
2025-09-07,4.54,4.93,2.94,21.5,2.32
2025-09-08,6.42,3.24,1.91,34.9,2.28
2025-09-09,5.98,5.66,2.47,30.0,2.18
2025-09-10,5.84,5.18,1.38,25.9,1.15
2025-09-11,4.37,3.97,2.74,31.5,2.94
2025-09-12,5.05,4.52,1.25,31.6,4.4
2025-09-13,5.42,3.59,2.72,29.3,1.14
2025-09-14,5.14,4.89,1.05,33.0,3.61
2025-09-15,4.67,5.97,2.71,29.0,3.27
2025-09-16,4.68,3.82,2.55,26.9,2.72
2025-09-17,4.43,3.17,1.33,32.8,1.47
2025-09-18,6.19,3.28,1.38,22.7,1.52
2025-09-19,4.37,4.48,2.63,32.1,2.64
2025-09-20,4.96,5.66,1.98,28.3,5.41
2025-09-21,5.17,3.15,2.02,31.8,5.42
2025-09-22,4.11,4.49,1.76,20.9,3.56
2025-09-23,4.47,4.26,2.33,23.0,1.07
2025-09-24,4.51,5.05,1.02,27.1,2.09
2025-09-25,6.31,4.86,2.74,25.6,3.03
2025-09-26,4.72,4.8,2.53,24.5,1.9
2025-09-27,6.24,4.53,1.43,30.6,5.68
2025-09-28,5.04,4.57,2.38,29.6,4.79
2025-09-29,5.98,3.29,2.27,20.6,2.59
2025-09-30,5.96,4.4,2.16,25.2,1.11
2025-10-01,4.7,3.8,1.9,29.1,3.59
2025-10-02,5.26,4.16,2.32,33.7,2.72
2025-10-03,6.03,4.73,1.3,22.9,4.81
2025-10-04,5.82,5.35,2.07,24.6,3.77
2025-10-05,5.83,5.08,2.6,32.8,4.65
2025-10-06,4.12,3.73,2.79,28.5,1.64
2025-10-07,6.72,5.6,2.03,30.1,3.01
2025-10-08,6.67,4.65,1.24,31.1,2.28
2025-10-09,4.54,3.48,2.1,31.9,2.33
2025-10-10,5.16,4.91,2.32,25.9,4.16
2025-10-11,6.72,5.64,2.32,27.9,3.9
2025-10-12,5.36,4.76,2.48,24.8,1.01
2025-10-13,5.3,5.53,2.64,20.4,2.73
2025-10-14,6.13,5.56,2.95,30.3,2.63
2025-10-15,4.48,5.58,2.81,23.6,5.32
2025-10-16,6.59,3.25,1.19,31.2,5.74
2025-10-17,4.04,4.07,1.4,29.5,1.93
2025-10-18,4.22,3.63,2.84,25.9,1.46
2025-10-19,5.13,5.95,1.04,23.0,5.0
2025-10-20,4.75,5.02,2.3,21.6,1.96
2025-10-21,5.54,5.73,2.33,22.8,5.47
2025-10-22,4.43,4.67,2.22,20.6,2.63
2025-10-23,5.92,3.8,2.51,29.0,3.59
2025-10-24,5.62,3.33,2.17,30.9,2.88
2025-10-25,6.49,4.36,1.67,33.7,1.91
2025-10-26,4.81,4.84,2.48,34.4,4.89
2025-10-27,4.51,5.08,2.38,28.9,1.4
2025-10-28,5.58,5.94,1.12,22.1,3.66
2025-10-29,4.73,3.32,1.51,32.8,4.58
2025-10-30,5.37,4.27,1.1,27.7,4.44
2025-10-31,4.35,5.74,1.48,25.9,5.03
2025-11-01,5.8,4.56,1.81,29.1,3.46
2025-11-02,6.51,5.04,2.27,30.6,1.47
2025-11-03,6.74,5.55,2.04,26.4,1.24
2025-11-04,6.85,4.52,1.91,34.2,5.61
2025-11-05,5.74,5.48,1.13,20.9,2.43
2025-11-06,5.54,3.65,1.24,31.9,2.93
2025-11-07,6.33,5.12,2.19,33.5,5.21
2025-11-08,6.02,4.0,2.79,32.1,5.29
2025-11-09,4.49,5.41,2.26,23.2,1.22
2025-11-10,5.28,4.05,1.86,22.3,1.61
2025-11-11,4.46,5.09,2.26,34.6,5.34
2025-11-12,5.7,5.48,1.98,29.6,4.81
2025-11-13,5.53,5.53,2.91,20.9,5.94
2025-11-14,5.36,3.74,1.53,20.7,1.86
2025-11-15,6.97,5.99,2.57,28.8,2.4
2025-11-16,6.7,3.01,2.23,25.4,2.61
2025-11-17,4.45,4.22,2.05,25.6,1.99
2025-11-18,5.82,3.99,1.82,23.4,1.7
2025-11-19,5.43,5.86,1.07,22.8,3.59
2025-11-20,6.49,4.7,1.53,28.6,5.35
2025-11-21,6.79,5.23,1.44,34.5,4.72
2025-11-22,6.49,4.09,1.72,21.7,5.72
2025-11-23,4.08,3.56,2.11,28.5,4.34
2025-11-24,6.67,3.08,1.99,24.4,1.65
2025-11-25,4.49,3.39,1.56,34.4,1.53
2025-11-26,5.0,4.03,1.87,34.5,3.95
2025-11-27,5.13,5.18,1.7,34.8,2.88
2025-11-28,6.45,4.39,2.48,22.4,3.88
2025-11-29,4.59,5.1,2.45,23.8,5.58
2025-11-30,4.53,4.74,2.0,24.9,2.97
2025-12-01,6.98,4.02,2.34,25.2,1.03
2025-12-02,4.13,4.46,2.5,27.7,5.91
2025-12-03,4.93,4.49,1.01,30.6,2.13
2025-12-04,5.23,3.51,1.15,28.3,1.21
2025-12-05,4.68,4.52,2.02,33.3,4.18
2025-12-06,4.81,5.77,2.68,30.6,1.17
2025-12-07,4.32,4.85,1.97,25.3,3.44
2025-12-08,6.43,5.49,1.29,26.2,2.69
2025-12-09,4.74,5.85,2.65,34.5,1.7
2025-12-10,5.9,3.01,1.16,34.5,3.95
2025-12-11,5.08,4.98,2.17,32.0,6.0
2025-12-12,4.01,4.15,1.05,27.5,5.82
2025-12-13,4.74,5.71,2.92,22.2,1.12
2025-12-14,6.49,4.83,1.96,31.4,3.65
2025-12-15,5.23,4.1,1.68,30.2,1.07
2025-12-16,4.27,3.35,2.63,21.7,5.91
2025-12-17,6.92,3.15,1.61,31.9,5.45
2025-12-18,5.96,5.15,3.0,32.4,2.03
2025-12-19,5.97,5.85,2.8,22.6,5.55
2025-12-20,6.78,4.2,1.48,34.6,2.34
2025-12-21,6.8,3.85,1.85,31.6,2.8
2025-12-22,6.63,3.23,2.63,27.3,5.9
2025-12-23,5.2,5.24,2.14,21.5,1.95
2025-12-24,4.84,3.36,1.74,28.2,1.14
2025-12-25,5.44,4.66,1.83,26.3,4.9
2025-12-26,6.27,4.62,1.38,25.6,3.07
2025-12-27,5.53,3.82,2.71,33.3,1.97
2025-12-28,5.13,5.6,1.52,31.6,3.86
2025-12-29,5.79,4.32,2.17,22.7,4.55
2025-12-30,5.93,4.38,1.79,21.4,1.93
2025-12-31,6.94,5.44,2.62,25.2,2.94
